
2024/03/01 (18:33:02) | ===> btop++ v.1.3.2
2024/03/01 (18:37:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/03/01 (18:37:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
